id,title,description,technologies,githubLink
1,Government Process Automation Web App,"A full-stack web application built for National Informatics Centre to replace manual VPN Token processes. Features a schema-driven UI, automated PDF generation, and database-backed validation to improve efficiency.",Django|PostgreSQL|ReportLab|Python,https://github.com/Sanjeev-Krishna
